n;Driver;DriverNumber;LapNumber;Stint;SpeedI1;SpeedI2;SpeedFL;SpeedST;IsPersonalBest;Compound;TyreLife;FreshTyre;Team;TrackStatus;Position;Deleted;DeletedReason;LapTimeSeconds;PitOutTimeSeconds;PitInTimeSeconds;Sector1TimeSeconds;Sector2TimeSeconds;Sector3TimeSeconds;LapStartTimeSinceStartSeconds;LapEndTimeSinceStartSeconds;Sector1TimeSinceStartSeconds;Sector2TimeSinceStartSeconds;Sector3TimeSinceStartSeconds
408;ALB;23;25;2;240;262;281;313;False;SOFT;19;True;Williams;1;14;False;;84,407;;;25,163;34,345;24,899;2006,909;2091,316;2032,108;2066,453;2091,352
409;ALB;23;26;2;253;254;;316;False;SOFT;20;True;Williams;1;17;False;;89,868;;5731,882;24,156;36,504;29,208;2091,316;2181,184;2115,508;2152,012;2181,22
410;ALB;23;27;3;244;262;;248;False;SOFT;21;False;Williams;1;19;False;;122,219;5769,501;5854,115;59,458;33,691;29,07;2181,184;2303,403;2240,678;2274,369;2303,439
411;HUL;27;1;1;249;241;283;298;False;SOFT;1;True;Kick Sauber;1;11;False;;88,901;;;;33,937;24,907;0;89,156;;64,324;89,438
412;HUL;27;2;1;262;265;281;310;True;SOFT;2;True;Kick Sauber;1;10;False;;82,812;;;24,519;33,492;24,801;89,156;171,968;113,675;147,167;171,968
413;HUL;27;3;1;242;266;283;340;True;SOFT;3;True;Kick Sauber;1;10;False;;82,138;;;23,864;33,559;24,715;171,968;254,106;195,832;229,391;254,106
414;HUL;27;4;1;253;272;283;334;True;SOFT;4;True;Kick Sauber;1;10;False;;81,756;;;23,861;33,327;24,568;254,106;335,862;277,967;311,294;335,862
415;HUL;27;5;1;248;264;281;337;True;SOFT;5;True;Kick Sauber;1;10;False;;81,71;;;23,883;33,242;24,585;335,862;417,572;359,745;392,987;417,572
416;HUL;27;6;1;255;278;282;;False;SOFT;6;True;Kick Sauber;1;10;False;;81,74;;;23,954;33,121;24,665;417,572;499,312;441,526;474,647;499,312
417;HUL;27;7;1;253;266;281;339;False;SOFT;7;True;Kick Sauber;1;10;False;;82,315;;;23,881;33,532;24,902;499,312;581,627;523,193;556,725;581,627
418;HUL;27;8;1;256;278;282;333;False;SOFT;8;True;Kick Sauber;1;10;False;;82,263;;;24,096;33,317;24,85;581,627;663,89;605,723;639,04;663,89
419;HUL;27;9;1;261;267;;334;False;SOFT;9;True;Kick Sauber;1;11;False;;85,851;;4300,454;24,064;33,408;28,379;663,89;749,741;687,954;721,362;749,741
420;HUL;27;10;2;264;278;280;253;False;MEDIUM;1;True;Kick Sauber;1;15;False;;98,895;4322,768;;42,788;32,192;23,915;749,741;848,636;792,529;824,721;848,636
421;HUL;27;11;2;255;268;278;308;True;MEDIUM;2;True;Kick Sauber;1;15;False;;81,463;;;23,933;33,019;24,511;848,636;930,099;872,569;905,588;930,099
422;HUL;27;12;2;263;267;278;311;False;MEDIUM;3;True;Kick Sauber;1;15;False;;81,785;;;24,093;33,002;24,69;930,099;1011,884;954,192;987,194;1011,884
423;HUL;27;13;2;250;267;276;312;False;MEDIUM;4;True;Kick Sauber;1;15;False;;82,901;;;24,464;33,378;25,059;1011,884;1094,785;1036,348;1069,726;1094,785
424;HUL;27;14;2;258;263;276;310;False;MEDIUM;5;True;Kick Sauber;1;15;False;;82,607;;;24,413;33,054;25,14;1094,785;1177,392;1119,198;1152,252;1177,392
425;HUL;27;15;2;264;267;277;;False;MEDIUM;6;True;Kick Sauber;1;14;False;;81,8;;;24,171;32,891;24,738;1177,392;1259,192;1201,563;1234,454;1259,192
426;HUL;27;16;2;263;267;277;311;False;MEDIUM;7;True;Kick Sauber;1;13;False;;81,549;;;24,013;32,822;24,714;1259,192;1340,741;1283,205;1316,027;1340,741
427;HUL;27;17;2;264;270;277;312;False;MEDIUM;8;True;Kick Sauber;1;13;False;;81,829;;;24,124;32,873;24,832;1340,741;1422,57;1364,865;1397,738;1422,57
428;HUL;27;18;2;268;273;277;;False;MEDIUM;9;True;Kick Sauber;1;13;False;;82,099;;;24,031;33,334;24,734;1422,57;1504,669;1446,601;1479,935;1504,669
429;HUL;27;19;2;;273;284;314;False;MEDIUM;10;True;Kick Sauber;1;11;False;;82,303;;;24,123;33,257;24,923;1504,669;1586,972;1528,792;1562,049;1586,972
430;HUL;27;20;2;265;266;278;332;False;MEDIUM;11;True;Kick Sauber;1;9;False;;81,664;;;23,879;33,132;24,653;1586,972;1668,636;1610,851;1643,983;1668,636
431;HUL;27;21;2;268;269;280;310;False;MEDIUM;12;True;Kick Sauber;1;9;False;;81,715;;;23,962;33,098;24,655;1668,636;1750,351;1692,598;1725,696;1750,351
432;HUL;27;22;2;254;271;279;312;False;MEDIUM;13;True;Kick Sauber;1;9;False;;82,359;;;24,388;33,385;24,586;1750,351;1832,71;1774,739;1808,124;1832,71
433;HUL;27;23;2;269;274;278;;False;MEDIUM;14;True;Kick Sauber;1;9;False;;81,761;;;24,01;33,033;24,718;1832,71;1914,471;1856,72;1889,753;1914,471
434;HUL;27;24;2;251;265;279;316;False;MEDIUM;15;True;Kick Sauber;1;10;False;;83,434;;;24,873;33,736;24,825;1914,471;1997,905;1939,344;1973,08;1997,905
435;HUL;27;25;2;264;276;279;314;False;MEDIUM;16;True;Kick Sauber;1;10;False;;82,107;;;24,113;33,146;24,848;1997,905;2080,012;2022,018;2055,164;2080,012
436;HUL;27;26;2;265;269;281;315;False;MEDIUM;17;True;Kick Sauber;1;10;False;;81,737;;;24,003;33,003;24,731;2080,012;2161,749;2104,015;2137,018;2161,749
437;HUL;27;27;2;269;272;286;;False;MEDIUM;18;True;Kick Sauber;1;10;False;;81,554;;;23,848;32,97;24,736;2161,749;2243,303;2185,597;2218,567;2243,303
438;HUL;27;28;2;266;279;279;338;True;MEDIUM;19;True;Kick Sauber;1;9;False;;80,709;;;23,38;32,848;24,481;2243,303;2324,012;2266,683;2299,531;2324,012
439;HUL;27;29;2;268;272;279;309;False;MEDIUM;20;True;Kick Sauber;1;9;False;;81,344;;;23,861;32,929;24,554;2324,012;2405,356;2347,873;2380,802;2405,356
440;HUL;27;30;2;271;273;279;311;False;MEDIUM;21;True;Kick Sauber;1;9;False;;81,195;;;23,824;32,878;24,493;2405,356;2486,551;2429,18;2462,058;2486,551
441;HUL;27;31;2;;273;279;;False;MEDIUM;22;True;Kick Sauber;1;9;False;;81,16;;;23,801;32,739;24,62;2486,551;2567,711;2510,352;2543,091;2567,711
442;HUL;27;32;2;265;271;279;;False;MEDIUM;23;True;Kick Sauber;1;9;False;;81,938;;;24,009;33,172;24,757;2567,711;2649,649;2591,72;2624,892;2649,649
443;HUL;27;33;2;270;276;278;310;False;MEDIUM;24;True;Kick Sauber;1;9;False;;81,414;;;23,896;32,919;24,599;2649,649;2731,063;2673,545;2706,464;2731,063
444;HUL;27;34;2;265;282;280;;False;MEDIUM;25;True;Kick Sauber;1;9;False;;81,61;;;24,112;32,988;24,51;2731,063;2812,673;2755,175;2788,163;2812,673
445;HUL;27;35;2;269;278;278;309;False;MEDIUM;26;True;Kick Sauber;1;9;False;;81,406;;;23,911;32,987;24,508;2812,673;2894,079;2836,584;2869,571;2894,079
446;HUL;27;36;2;277;282;279;;False;MEDIUM;27;True;Kick Sauber;1;9;False;;81,125;;;23,865;32,737;24,523;2894,079;2975,204;2917,944;2950,681;2975,204
447;HUL;27;37;2;272;279;280;310;False;MEDIUM;28;True;Kick Sauber;1;9;False;;81,265;;;23,946;32,731;24,588;2975,204;3056,469;2999,15;3031,881;3056,469
448;HUL;27;38;2;274;273;279;;False;MEDIUM;29;True;Kick Sauber;1;9;False;;81,502;;;23,92;32,93;24,652;3056,469;3137,971;3080,389;3113,319;3137,971
449;HUL;27;39;2;272;280;279;;False;MEDIUM;30;True;Kick Sauber;1;9;False;;81,388;;;23,912;32,903;24,573;3137,971;3219,359;3161,883;3194,786;3219,359
450;HUL;27;40;2;275;279;280;;False;MEDIUM;31;True;Kick Sauber;1;9;False;;81,514;;;23,889;33,076;24,549;3219,359;3300,873;3243,248;3276,324;3300,873
451;HUL;27;41;2;;278;281;311;False;MEDIUM;32;True;Kick Sauber;1;9;False;;81,13;;;23,779;32,77;24,581;3300,873;3382,003;3324,652;3357,422;3382,003
452;HUL;27;42;2;276;278;280;310;False;MEDIUM;33;True;Kick Sauber;1;9;False;;81,354;;;23,746;32,981;24,627;3382,003;3463,357;3405,749;3438,73;3463,357
453;HUL;27;43;2;274;276;280;;False;MEDIUM;34;True;Kick Sauber;1;9;False;;81,683;;;23,894;33,051;24,738;3463,357;3545,04;3487,251;3520,302;3545,04
454;HUL;27;44;2;273;273;279;;False;MEDIUM;35;True;Kick Sauber;1;9;False;;82,092;;;24,078;33,206;24,808;3545,04;3627,132;3569,118;3602,324;3627,132
455;HUL;27;45;2;270;279;;;False;MEDIUM;36;True;Kick Sauber;1;9;False;;85,589;;7263,489;24,137;33,064;28,388;3627,132;3712,721;3651,269;3684,333;3712,721
456;HUL;27;46;3;261;280;279;257;False;SOFT;1;True;Kick Sauber;1;9;False;;99,152;7285,408;;42,462;32,484;24,206;3712,721;3811,873;3755,183;3787,667;3811,873
457;HUL;27;47;3;264;270;279;308;False;SOFT;2;True;Kick Sauber;1;9;False;;80,811;;;23,813;32,628;24,37;3811,873;3892,684;3835,686;3868,314;3892,684
458;HUL;27;48;3;262;268;278;307;False;SOFT;3;True;Kick Sauber;1;9;False;;80,805;;;23,779;32,652;24,374;3892,684;3973,489;3916,463;3949,115;3973,489
459;HUL;27;49;3;268;272;279;308;True;SOFT;4;True;Kick Sauber;1;9;False;;80,699;;;23,72;32,569;24,41;3973,489;4054,188;3997,209;4029,778;4054,188
460;HUL;27;50;3;273;275;281;310;True;SOFT;5;True;Kick Sauber;1;9;False;;79,794;;;23,677;32,052;24,065;4054,188;4133,982;4077,865;4109,917;4133,982
461;HUL;27;51;3;270;275;282;;False;SOFT;6;True;Kick Sauber;1;9;False;;79,936;;;23,589;32,287;24,06;4133,982;4213,918;4157,571;4189,858;4213,918
462;HUL;27;52;3;267;275;282;;False;SOFT;7;True;Kick Sauber;1;9;False;;79,987;;;23,553;32,453;23,981;4213,918;4293,905;4237,471;4269,924;4293,905
463;HUL;27;53;3;273;223;283;;False;SOFT;8;True;Kick Sauber;1;9;False;;81,133;;;23,682;33,019;24,432;4293,905;4375,038;4317,587;4350,606;4375,038
464;HUL;27;54;3;272;107;203;314;False;SOFT;9;True;Kick Sauber;124;8;False;;92,815;;;23,535;37,522;31,758;4375,038;4467,853;4398,573;4436,095;4467,853
465;HUL;27;55;3;99;191;242;207;False;SOFT;10;True;Kick Sauber;4;8;False;;109,475;;;36,933;41,266;31,276;4467,853;4577,328;4504,786;4546,052;4577,328
466;HUL;27;56;3;209;206;;267;False;SOFT;11;True;Kick Sauber;4;8;False;;93,749;;8221,732;28,083;34,244;31,422;4577,328;4671,077;4605,411;4639,655;4671,077
467;HUL;27;57;4;226;181;255;256;False;SOFT;1;True;Kick Sauber;4;8;False;;109,896;8243,773;;44,055;35,221;30,62;4671,077;4780,973;4715,132;4750,353;4780,973
468;HUL;27;58;4;212;236;85;305;False;SOFT;2;True;Kick Sauber;4;8;False;;99,049;;;25,961;38,557;34,531;4780,973;4880,022;4806,934;4845,491;4880,022
469;HUL;27;59;4;82;149;221;256;False;SOFT;3;True;Kick Sauber;4;8;False;;124,294;;;39,688;47,676;36,93;4880,022;5004,316;4919,71;4967,386;5004,316
470;HUL;27;60;4;105;125;288;274;False;SOFT;4;True;Kick Sauber;41;8;False;;116,915;;;34,072;45,726;37,117;5004,316;5121,231;5038,388;5084,114;5121,231
471;HUL;27;61;4;279;269;288;325;True;SOFT;5;True;Kick Sauber;1;7;False;;79,023;;;23,407;32,078;23,538;5121,231;5200,254;5144,638;5176,716;5200,254
472;HUL;27;62;4;272;293;290;309;True;SOFT;6;True;Kick Sauber;1;7;False;;78,282;;;23,311;31,447;23,524;5200,254;5278,536;5223,565;5255,012;5278,536
473;HUL;27;63;4;277;296;292;334;True;SOFT;7;True;Kick Sauber;1;7;False;;77,575;;;22,773;31,373;23,429;5278,536;5356,111;5301,309;5332,682;5356,111
474;HUL;27;64;4;263;294;292;339;False;SOFT;8;True;Kick Sauber;1;7;False;;78,615;;;23,089;31,84;23,686;5356,111;5434,726;5379,2;5411,04;5434,726
475;HUL;27;65;4;276;278;287;341;False;SOFT;9;True;Kick Sauber;1;6;False;;78,056;;;22,608;31,847;23,601;5434,726;5512,782;5457,334;5489,181;5512,782
476;HUL;27;66;4;278;286;286;317;False;SOFT;10;True;Kick Sauber;1;6;False;;78,496;;;22,88;31,812;23,804;5512,782;5591,278;5535,662;5567,474;5591,278
477;LAW;30;1;1;251;236;279;304;False;SOFT;1;True;Racing Bulls;1;13;False;;89,953;;;;34,547;25,211;0;90,208;;65,034;90,748
478;LAW;30;2;1;;247;282;312;True;SOFT;2;True;Racing Bulls;1;13;False;;83,22;;;24,72;33,666;24,834;90,208;173,428;114,937;148,603;173,437
479;LAW;30;3;1;256;245;282;336;True;SOFT;3;True;Racing Bulls;1;13;False;;82,634;;;24,264;33,579;24,791;173,428;256,062;197,701;231,28;256,071
480;LAW;30;4;1;260;260;282;334;True;SOFT;4;True;Racing Bulls;1;13;False;;82,031;;;24,028;33,274;24,729;256,062;338,093;280,099;313,373;338,102
481;LAW;30;5;1;258;265;279;335;False;SOFT;5;True;Racing Bulls;1;13;False;;82,423;;;24,083;33,286;25,054;338,093;420,516;362,185;395,471;420,525
482;LAW;30;6;1;261;267;280;331;False;SOFT;6;True;Racing Bulls;1;13;False;;82,137;;;24,072;33,214;24,851;420,516;502,653;444,597;477,811;502,662
483;LAW;30;7;1;256;265;280;;False;SOFT;7;True;Racing Bulls;1;13;False;;82,695;;;24,169;33,551;24,975;502,653;585,348;526,831;560,382;585,357
484;LAW;30;8;1;257;257;281;312;False;SOFT;8;True;Racing Bulls;1;13;False;;82,93;;;24,488;33,477;24,965;585,348;668,278;609,845;643,322;668,287
485;LAW;30;9;1;;258;280;329;False;SOFT;9;True;Racing Bulls;1;13;False;;83,238;;;24,47;33,654;25,114;668,278;751,516;692,757;726,411;751,525
486;LAW;30;10;1;255;261;280;;False;SOFT;10;True;Racing Bulls;1;12;False;;82,7;;;24,458;33,459;24,783;751,516;834,216;775,983;809,442;834,225
487;LAW;30;11;1;259;262;281;;False;SOFT;11;True;Racing Bulls;1;11;False;;82,485;;;24,194;33,313;24,978;834,216;916,701;858,419;891,732;916,71
488;LAW;30;12;1;257;256;281;330;False;SOFT;12;True;Racing Bulls;1;11;False;;82,828;;;24,35;33,408;25,07;916,701;999,529;941,06;974,468;999,538
489;LAW;30;13;1;259;265;275;;False;SOFT;13;True;Racing Bulls;1;9;False;;82,277;;;24,197;33,383;24,697;999,529;1081,806;1023,735;1057,118;1081,815
490;LAW;30;14;1;262;268;277;306;False;SOFT;14;True;Racing Bulls;1;9;False;;82,192;;;24,479;33,019;24,694;1081,806;1163,998;1106,294;1139,313;1164,007
491;LAW;30;15;1;;267;277;305;True;SOFT;15;True;Racing Bulls;1;9;False;;81,968;;;24,299;33,049;24,62;1163,998;1245,966;1188,306;1221,355;1245,975
492;LAW;30;16;1;263;266;277;306;True;SOFT;16;True;Racing Bulls;1;9;False;;81,967;;;24,206;32,934;24,827;1245,966;1327,933;1270,181;1303,115;1327,942
493;LAW;30;17;1;;265;276;307;False;SOFT;17;True;Racing Bulls;1;8;False;;82,308;;;24,359;33,058;24,891;1327,933;1410,241;1352,301;1385,359;1410,25
494;LAW;30;18;1;258;266;;306;False;SOFT;18;True;Racing Bulls;1;9;False;;87,446;;5048,445;24,999;33,784;28,663;1410,241;1497,687;1435,249;1469,033;1497,696
495;LAW;30;19;2;261;268;278;252;False;MEDIUM;1;True;Racing Bulls;1;16;False;;100,043;5070,391;;42,93;32,689;24,424;1497,687;1597,73;1540,626;1573,315;1597,739
496;LAW;30;20;2;268;260;280;306;True;MEDIUM;2;True;Racing Bulls;1;15;False;;81,344;;;24,099;32,675;24,57;1597,73;1679,074;1621,838;1654,513;1679,083
497;LAW;30;21;2;266;268;280;309;True;MEDIUM;3;True;Racing Bulls;1;14;False;;81,187;;;24,034;32,579;24,574;1679,074;1760,261;1703,117;1735,696;1760,27
498;LAW;30;22;2;268;266;280;312;False;MEDIUM;4;True;Racing Bulls;1;14;False;;81,72;;;24,123;32,958;24,639;1760,261;1841,981;1784,393;1817,351;1841,99
499;LAW;30;23;2;264;268;286;314;False;MEDIUM;5;True;Racing Bulls;1;14;False;;81,854;;;24,05;33,132;24,672;1841,981;1923,835;1866,04;1899,172;1923,844
500;LAW;30;24;2;221;257;285;341;False;MEDIUM;6;True;Racing Bulls;1;13;False;;83,531;;;24,234;34,3;24,997;1923,835;2007,366;1948,078;1982,378;2007,375
501;LAW;30;25;2;263;268;281;333;True;MEDIUM;7;True;Racing Bulls;1;12;False;;80,771;;;23,861;32,527;24,383;2007,366;2088,137;2031,236;2063,763;2088,146
502;LAW;30;26;2;267;271;281;311;False;MEDIUM;8;True;Racing Bulls;1;12;False;;81,013;;;23,916;32,617;24,48;2088,137;2169,15;2112,062;2144,679;2169,159
503;LAW;30;27;2;269;266;280;313;False;MEDIUM;9;True;Racing Bulls;1;12;False;;81,36;;;23,99;32,838;24,532;2169,15;2250,51;2193,149;2225,987;2250,519
504;LAW;30;28;2;265;267;283;314;False;MEDIUM;10;True;Racing Bulls;1;12;False;;81,489;;;24,045;32,958;24,486;2250,51;2331,999;2274,564;2307,522;2332,008
505;LAW;30;29;2;259;268;284;330;False;MEDIUM;11;True;Racing Bulls;1;12;False;;81,494;;;23,984;32,954;24,556;2331,999;2413,493;2355,992;2388,946;2413,502
506;LAW;30;30;2;264;274;283;331;False;MEDIUM;12;True;Racing Bulls;1;12;False;;81,473;;;23,865;33,06;24,548;2413,493;2494,966;2437,367;2470,427;2494,975
507;LAW;30;31;2;238;266;283;333;False;MEDIUM;13;True;Racing Bulls;1;12;False;;83,075;;;24,53;33,734;24,811;2494,966;2578,041;2519,505;2553,239;2578,05
508;LAW;30;32;2;252;265;279;332;False;MEDIUM;14;True;Racing Bulls;1;11;False;;82,393;;;24,42;33,192;24,781;2578,041;2660,434;2602,47;2635,662;2660,443
509;LAW;30;33;2;266;269;281;312;False;MEDIUM;15;True;Racing Bulls;1;11;False;;81,716;;;24,093;32,988;24,635;2660,434;2742,15;2684,536;2717,524;2742,159
510;LAW;30;34;2;263;270;285;330;False;MEDIUM;16;True;Racing Bulls;1;11;False;;81,387;;;23,967;32,923;24,497;2742,15;2823,537;2766,126;2799,049;2823,546
511;LAW;30;35;2;259;268;280;331;False;MEDIUM;17;True;Racing Bulls;1;10;False;;81,043;;;23,906;32,766;24,371;2823,537;2904,58;2847,452;2880,218;2904,589
512;LAW;30;36;2;267;270;280;307;False;MEDIUM;18;True;Racing Bulls;1;10;False;;81,467;;;24,067;32,946;24,454;2904,58;2986,047;2928,656;2961,602;2986,056
513;LAW;30;37;2;;268;279;306;False;MEDIUM;19;True;Racing Bulls;1;10;False;;81,384;;;24,089;32,772;24,523;2986,047;3067,431;3010,145;3042,917;3067,44
514;LAW;30;38;2;265;272;280;307;False;MEDIUM;20;True;Racing Bulls;1;10;False;;81,202;;;24,135;32,728;24,339;3067,431;3148,633;3091,575;3124,303;3148,642
515;LAW;30;39;2;;270;280;309;False;MEDIUM;21;True;Racing Bulls;1;10;False;;81,143;;;23,923;32,798;24,422;3148,633;3229,776;3172,565;3205,363;3229,785
516;LAW;30;40;2;268;272;280;;False;MEDIUM;22;True;Racing Bulls;1;10;False;;81,321;;;24,027;32,797;24,497;3229,776;3311,097;3253,812;3286,609;3311,106
517;LAW;30;41;2;269;270;281;;False;MEDIUM;23;True;Racing Bulls;1;10;False;;81,4;;;24,135;32,751;24,514;3311,097;3392,497;3335,241;3367,992;3392,506
518;LAW;30;42;2;267;270;281;;False;MEDIUM;24;True;Racing Bulls;1;10;False;;81,036;;;23,96;32,729;24,347;3392,497;3473,533;3416,466;3449,195;3473,542
519;LAW;30;43;2;266;274;282;;False;MEDIUM;25;True;Racing Bulls;1;10;False;;81,11;;;24,071;32,692;24,347;3473,533;3554,643;3497,613;3530,305;3554,652
520;LAW;30;44;2;268;273;;;False;MEDIUM;26;True;Racing Bulls;1;10;False;;84,71;;7190,122;23,996;32,771;27,943;3554,643;3639,353;3578,648;3611,419;3639,362
521;LAW;30;45;3;254;272;281;254;False;SOFT;4;False;Racing Bulls;1;13;False;;99,618;7212,093;;43,242;32,304;24,072;3639,353;3738,971;3682,604;3714,908;3738,98
522;LAW;30;46;3;269;275;282;310;True;SOFT;5;False;Racing Bulls;1;13;False;;79,887;;;23,893;32,014;23,98;3738,971;3818,858;3762,873;3794,887;3818,867
523;LAW;30;47;3;268;272;283;312;True;SOFT;6;False;Racing Bulls;1;13;False;;79,611;;;23,681;32,03;23,9;3818,858;3898,469;3842,548;3874,578;3898,478
524;LAW;30;48;3;270;280;289;313;False;SOFT;7;False;Racing Bulls;1;13;False;;79,86;;;23,683;32,158;24,019;3898,469;3978,329;3922,161;3954,319;3978,338
525;LAW;30;49;3;259;263;287;341;False;SOFT;8;False;Racing Bulls;1;12;False;;80,784;;;23,864;32,608;24,312;3978,329;4059,113;4002,202;4034,81;4059,122
526;LAW;30;50;3;266;264;288;339;False;SOFT;9;False;Racing Bulls;1;12;False;;81,891;;;23,943;33,399;24,549;4059,113;4141,004;4083,065;4116,464;4141,013
527;LAW;30;51;3;207;269;287;335;False;SOFT;10;False;Racing Bulls;1;12;False;;82,974;;;25,236;33,312;24,426;4141,004;4223,978;4166,249;4199,561;4223,987
528;LAW;30;52;3;270;276;283;;False;SOFT;11;False;Racing Bulls;1;11;True;TRACK LIMITS AT TURN 5 LAP 52;79,805;;;23,467;32,272;24,066;4223,978;4303,783;4247,454;4279,726;4303,792
529;LAW;30;53;3;268;275;283;312;False;SOFT;12;False;Racing Bulls;1;11;False;;79,986;;;23,786;32,203;23,997;4303,783;4383,769;4327,578;4359,781;4383,778
530;LAW;30;54;3;266;228;223;311;False;SOFT;13;False;Racing Bulls;124;10;False;;95,264;;;23,823;41,126;30,315;4383,769;4479,033;4407,601;4448,727;4479,042
531;LAW;30;55;3;202;116;212;207;False;SOFT;14;False;Racing Bulls;4;10;False;;135,678;;;34,527;60,126;41,025;4479,033;4614,711;4513,569;4573,695;4614,72
532;LAW;30;56;3;180;106;208;204;False;SOFT;15;False;Racing Bulls;4;10;False;;126,161;;;39,478;49,934;36,749;4614,711;4740,872;4654,198;4704,132;4740,881
533;LAW;30;57;3;153;124;256;234;False;SOFT;16;False;Racing Bulls;4;10;False;;119,877;;;39,554;49,322;31,001;4740,872;4860,749;4780,435;4829,757;4860,758
534;LAW;30;58;3;250;250;281;280;False;SOFT;17;False;Racing Bulls;4;10;False;;84,162;;;26,155;33,576;24,431;4860,749;4944,911;4886,913;4920,489;4944,92
535;LAW;30;59;3;271;260;277;304;False;SOFT;18;False;Racing Bulls;4;10;False;;81,244;;;23,973;32,558;24,713;4944,911;5026,155;4968,893;5001,451;5026,164
536;LAW;30;60;3;263;176;282;;False;SOFT;19;False;Racing Bulls;41;10;False;;96,226;;;24,506;36,426;35,294;5026,155;5122,381;5050,67;5087,096;5122,39
537;LAW;30;61;3;261;277;284;314;False;SOFT;20;False;Racing Bulls;1;10;False;;80,721;;;24,159;32,632;23,93;5122,381;5203,102;5146,549;5179,181;5203,111
538;LAW;30;62;3;269;280;286;312;True;SOFT;21;False;Racing Bulls;1;10;False;;79,424;;;23,58;32,003;23,841;5203,102;5282,526;5226,691;5258,694;5282,535
539;LAW;30;63;3;273;276;285;313;False;SOFT;22;False;Racing Bulls;1;10;False;;79,887;;;23,809;32,256;23,822;5282,526;5362,413;5306,344;5338,6;5362,422
540;LAW;30;64;3;271;274;284;311;False;SOFT;23;False;Racing Bulls;1;10;False;;79,834;;;23,771;32,033;24,03;5362,413;5442,247;5386,193;5418,226;5442,256
541;LAW;30;65;3;268;271;285;310;False;SOFT;24;False;Racing Bulls;1;11;False;;80,9;;;24,316;32,423;24,161;5442,247;5523,147;5466,572;5498,995;5523,156
542;LAW;30;66;3;274;277;284;313;False;SOFT;25;False;Racing Bulls;1;11;False;;80,015;;;23,448;32,324;24,243;5523,147;5603,162;5546,604;5578,928;5603,171
543;OCO;31;1;1;222;246;278;290;False;SOFT;1;True;Haas F1 Team;1;16;False;;91,228;;;;34,697;25,403;0;91,483;;66,205;92,571
544;OCO;31;2;1;243;276;282;312;True;SOFT;2;True;Haas F1 Team;1;16;False;;83,815;;;24,782;33,892;25,141;91,483;175,298;116,285;150,177;175,318
545;OCO;31;3;1;241;248;284;343;True;SOFT;3;True;Haas F1 Team;1;16;False;;82,636;;;24,295;33,585;24,756;175,298;257,934;199,613;233,198;257,954
546;OCO;31;4;1;248;282;279;;True;SOFT;4;True;Haas F1 Team;1;16;False;;82,373;;;24,215;33,19;24,968;257,934;340,307;282,169;315,359;340,327
547;OCO;31;5;1;251;265;279;328;False;SOFT;5;True;Haas F1 Team;1;16;False;;82,484;;;24,086;33,441;24,957;340,307;422,791;364,413;397,854;422,811
548;OCO;31;6;1;253;261;279;334;False;SOFT;6;True;Haas F1 Team;1;15;False;;82,586;;;24,162;33,465;24,959;422,791;505,377;446,973;480,438;505,397
549;OCO;31;7;1;256;272;279;;True;SOFT;7;True;Haas F1 Team;1;15;False;;82,28;;;23,931;33,391;24,958;505,377;587,657;529,328;562,719;587,677
550;OCO;31;8;1;259;273;279;328;False;SOFT;8;True;Haas F1 Team;1;14;False;;82,643;;;24,169;33,356;25,118;587,657;670,3;611,846;645,202;670,32
551;OCO;31;9;1;257;252;275;326;False;SOFT;9;True;Haas F1 Team;1;14;False;;82,814;;;24,084;33,619;25,111;670,3;753,114;694,404;728,023;753,134
552;OCO;31;10;1;256;261;275;310;False;SOFT;10;True;Haas F1 Team;1;13;False;;82,833;;;24,372;33,515;24,946;753,114;835,947;777,506;811,021;835,967
553;OCO;31;11;1;259;267;275;309;False;SOFT;11;True;Haas F1 Team;1;12;False;;82,77;;;24,339;33,36;25,071;835,947;918,717;860,306;893,666;918,737
554;OCO;31;12;1;258;264;275;;False;SOFT;12;True;Haas F1 Team;1;12;False;;82,916;;;24,267;33,496;25,153;918,717;1001,633;943,004;976,5;1001,653
555;OCO;31;13;1;250;233;278;;False;SOFT;13;True;Haas F1 Team;1;12;False;;84,063;;;24,485;34,109;25,469;1001,633;1085,696;1026,138;1060,247;1085,716
556;OCO;31;14;1;242;260;275;330;False;SOFT;14;True;Haas F1 Team;1;12;False;;84,388;;;24,937;34,065;25,386;1085,696;1170,084;1110,653;1144,718;1170,104
557;OCO;31;15;1;243;247;276;327;False;SOFT;15;True;Haas F1 Team;1;11;False;;83,59;;;24,504;33,815;25,271;1170,084;1253,674;1194,608;1228,423;1253,694
558;OCO;31;16;1;255;265;272;323;False;SOFT;16;True;Haas F1 Team;1;11;False;;82,357;;;23,924;33,383;25,05;1253,674;1336,031;1277,618;1311,001;1336,051
559;OCO;31;17;1;258;262;274;306;False;SOFT;17;True;Haas F1 Team;1;11;False;;83,264;;;24,403;33,634;25,227;1336,031;1419,295;1360,454;1394,088;1419,315
560;OCO;31;18;1;;266;275;307;False;SOFT;18;True;Haas F1 Team;1;11;False;;83,04;;;24,468;33,474;25,098;1419,295;1502,335;1443,783;1477,257;1502,355
561;OCO;31;19;1;247;271;276;306;False;SOFT;19;True;Haas F1 Team;1;10;False;;84,345;;;25,075;33,972;25,298;1502,335;1586,68;1527,43;1561,402;1586,7
