n;Driver;DriverNumber;LapNumber;Stint;SpeedI1;SpeedI2;SpeedFL;SpeedST;IsPersonalBest;Compound;TyreLife;FreshTyre;Team;TrackStatus;Position;Deleted;DeletedReason;LapTimeSeconds;PitOutTimeSeconds;PitInTimeSeconds;Sector1TimeSeconds;Sector2TimeSeconds;Sector3TimeSeconds;LapStartTimeSinceStartSeconds;LapEndTimeSinceStartSeconds;Sector1TimeSinceStartSeconds;Sector2TimeSinceStartSeconds;Sector3TimeSinceStartSeconds
1034;RUS;63;30;2;;280;281;;False;MEDIUM;10;True;Mercedes;1;6;False;;80,427;;;23,711;32,499;24,217;2382,685;2463,112;2406,41;2438,909;2463,126
1035;RUS;63;31;2;268;277;282;314;False;MEDIUM;11;True;Mercedes;1;6;False;;80,421;;;23,569;32,571;24,281;2463,112;2543,533;2486,695;2519,266;2543,547
1036;RUS;63;32;2;270;273;281;;False;MEDIUM;12;True;Mercedes;1;6;False;;80,533;;;23,589;32,674;24,27;2543,533;2624,066;2567,136;2599,81;2624,08
1037;RUS;63;33;2;269;275;281;;False;MEDIUM;13;True;Mercedes;1;6;False;;80,669;;;23,799;32,62;24,25;2624,066;2704,735;2647,879;2680,499;2704,749
1038;RUS;63;34;2;272;274;283;312;False;MEDIUM;14;True;Mercedes;1;6;False;;80,421;;;23,732;32,518;24,171;2704,735;2785,156;2728,481;2760,999;2785,17
1039;RUS;63;35;2;267;275;283;313;False;MEDIUM;15;True;Mercedes;1;6;False;;80,619;;;23,654;32,668;24,297;2785,156;2865,775;2808,824;2841,492;2865,789
1040;RUS;63;36;2;268;277;283;;False;MEDIUM;16;True;Mercedes;1;6;False;;80,368;;;23,662;32,474;24,232;2865,775;2946,143;2889,451;2921,925;2946,157
1041;RUS;63;37;2;;275;284;314;False;MEDIUM;17;True;Mercedes;1;6;False;;80,537;;;23,594;32,628;24,315;2946,143;3026,68;2969,751;3002,379;3026,694
1042;RUS;63;38;2;269;278;282;;False;MEDIUM;18;True;Mercedes;1;6;False;;80,524;;;23,643;32,591;24,29;3026,68;3107,204;3050,337;3082,928;3107,218
1043;RUS;63;39;2;271;276;283;313;False;MEDIUM;19;True;Mercedes;1;6;False;;80,499;;;23,57;32,623;24,306;3107,204;3187,703;3130,788;3163,411;3187,717
1044;RUS;63;40;2;265;273;282;;False;MEDIUM;20;True;Mercedes;1;6;False;;80,888;;;23,595;32,691;24,602;3187,703;3268,591;3211,312;3244,003;3268,605
1045;RUS;63;41;2;270;276;;;False;MEDIUM;21;True;Mercedes;1;5;False;;84,584;;6903,855;23,649;32,821;28,114;3268,591;3353,175;3292,254;3325,075;3353,189
1046;RUS;63;42;3;284;290;284;253;False;SOFT;1;True;Mercedes;1;7;False;;95,215;6925,626;;41,426;30,632;23,157;3353,175;3448,39;3394,615;3425,247;3448,404
1047;RUS;63;43;3;267;278;282;312;True;SOFT;2;True;Mercedes;1;7;False;;78,437;;;23,083;31,624;23,73;3448,39;3526,827;3471,487;3503,111;3526,841
1048;RUS;63;44;3;265;274;283;310;False;SOFT;3;True;Mercedes;1;6;False;;79,079;;;23,446;31,98;23,653;3526,827;3605,906;3550,287;3582,267;3605,92
1049;RUS;63;45;3;263;267;283;308;False;SOFT;4;True;Mercedes;1;6;False;;79,176;;;23,553;31,845;23,778;3605,906;3685,082;3629,473;3661,318;3685,096
1050;RUS;63;46;3;268;271;283;310;False;SOFT;5;True;Mercedes;1;6;False;;79,351;;;23,553;31,912;23,886;3685,082;3764,433;;3740,561;3764,447
1051;RUS;63;47;3;263;271;283;312;False;SOFT;6;True;Mercedes;1;5;False;;79,393;;;23,478;32,052;23,863;3764,433;3843,826;3787,925;3819,977;3843,84
1052;RUS;63;48;3;266;278;282;311;False;SOFT;7;True;Mercedes;1;5;False;;79,047;;;23,359;31,866;23,822;3843,826;3922,873;3867,199;3899,065;3922,887
1053;RUS;63;49;3;270;276;285;312;False;SOFT;8;True;Mercedes;1;5;False;;79,121;;;23,465;31,96;23,696;3922,873;4001,994;3946,352;3978,312;4002,008
1054;RUS;63;50;3;268;272;283;313;False;SOFT;9;True;Mercedes;1;5;False;;79,416;;;23,404;32,086;23,926;4001,994;4081,41;4025,412;4057,498;4081,424
1055;RUS;63;51;3;;275;285;;False;SOFT;10;True;Mercedes;1;5;False;;79,471;;;23,439;32,141;23,891;4081,41;4160,881;4104,863;4137,004;4160,895
1056;RUS;63;52;3;269;272;284;314;False;SOFT;11;True;Mercedes;1;5;False;;79,28;;;23,24;32,092;23,948;4160,881;4240,161;4184,135;4216,227;4240,175
1057;RUS;63;53;3;270;279;284;313;False;SOFT;12;True;Mercedes;1;5;False;;79,426;;;23,469;32,045;23,912;4240,161;4319,587;4263,644;4295,689;4319,601
1058;RUS;63;54;3;268;276;284;314;False;SOFT;13;True;Mercedes;1;5;False;;79,578;;;23,432;32,106;24,04;4319,587;4399,165;4343,033;4375,139;4399,179
1059;RUS;63;55;3;262;211;;313;False;SOFT;14;True;Mercedes;124;5;False;;102,124;;8052,059;23,498;44,438;34,188;4399,165;4501,289;4422,677;4467,115;4501,303
1060;RUS;63;56;4;181;197;215;254;False;SOFT;4;False;Mercedes;4;5;False;;127,547;8075,093;;49,342;44,187;34,018;4501,289;4628,836;4550,645;4594,832;4628,85
1061;RUS;63;57;4;168;109;87;133;False;SOFT;5;False;Mercedes;4;5;False;;125,881;;;36,982;49,78;39,119;4628,836;4754,717;4665,832;4715,612;4754,731
1062;RUS;63;58;4;164;137;88;262;False;SOFT;6;False;Mercedes;4;5;False;;122,245;;;37,142;48,16;36,943;4754,717;4876,962;4791,873;4840,033;4876,976
1063;RUS;63;59;4;171;203;154;263;False;SOFT;7;False;Mercedes;4;5;False;;122,726;;;38,532;47,988;36,206;4876,962;4999,688;4915,508;4963,496;4999,702
1064;RUS;63;60;4;114;127;289;264;False;SOFT;8;False;Mercedes;41;5;False;;120,509;;;35,941;45,777;38,791;4999,688;5120,197;5035,643;5081,42;5120,211
1065;RUS;63;61;4;270;282;288;320;False;SOFT;9;False;Mercedes;1;5;False;;78,843;;;23,576;31,975;23,292;5120,197;5199,04;5143,787;5175,762;5199,054
1066;RUS;63;62;4;277;290;292;308;True;SOFT;10;False;Mercedes;1;5;False;;77,244;;;22,988;31,092;23,164;5199,04;5276,284;5222,042;5253,134;5276,298
1067;RUS;63;63;4;271;294;291;335;False;SOFT;11;False;Mercedes;1;5;False;;77,594;;;22,746;31,382;23,466;5276,284;5353,878;5299,044;5330,426;5353,892
1068;RUS;63;64;4;268;269;290;;False;SOFT;12;False;Mercedes;1;4;False;;78,793;;;22,737;32,309;23,747;5353,878;5432,671;5376,629;5408,938;5432,685
1069;RUS;63;65;4;274;284;287;315;False;SOFT;13;False;Mercedes;1;4;False;;77,749;;;22,926;31,497;23,326;5432,671;5510,42;5455,611;5487,108;5510,434
1070;RUS;63;66;4;278;286;288;314;False;SOFT;14;False;Mercedes;1;4;False;;78,569;;;22,874;31,938;23,757;5510,42;5588,989;5533,308;5565,246;5589,003
1071;PIA;81;1;1;270;258;277;278;False;SOFT;1;True;McLaren;1;1;False;;82,879;;;;32,049;24,119;0;83,134;;59,073;83,216
1072;PIA;81;2;1;263;259;282;303;True;SOFT;2;True;McLaren;1;1;False;;80,211;;;24,207;32,317;23,687;83,134;163,345;107,36;139,677;163,364
1073;PIA;81;3;1;266;256;280;305;True;SOFT;3;True;McLaren;1;1;False;;79,866;;;23,812;31,867;24,187;163,345;243,211;187,176;219,043;243,23
1074;PIA;81;4;1;257;268;280;;False;SOFT;4;True;McLaren;1;1;False;;80,359;;;24,104;32,173;24,082;243,211;323,57;267,334;299,507;323,589
1075;PIA;81;5;1;;259;281;308;False;SOFT;5;True;McLaren;1;1;False;;80,467;;;24,036;32,363;24,068;323,57;404,037;347,625;379,988;404,056
1076;PIA;81;6;1;265;265;281;310;False;SOFT;6;True;McLaren;1;1;False;;80,254;;;23,854;32,345;24,055;404,037;484,291;427,91;460,255;484,31
1077;PIA;81;7;1;253;259;280;;False;SOFT;7;True;McLaren;1;1;False;;80,931;;;24,007;32,591;24,333;484,291;565,222;508,317;540,908;565,241
1078;PIA;81;8;1;258;266;280;308;False;SOFT;8;True;McLaren;1;1;False;;80,828;;;24,044;32,55;24,234;565,222;646,05;589,285;621,835;646,069
1079;PIA;81;9;1;259;263;281;310;False;SOFT;9;True;McLaren;1;1;False;;80,767;;;24,017;32,505;24,245;646,05;726,817;670,086;702,591;726,836
1080;PIA;81;10;1;;265;280;311;False;SOFT;10;True;McLaren;1;1;False;;80,89;;;23,925;32,469;24,496;726,817;807,707;750,761;783,23;807,726
1081;PIA;81;11;1;257;269;280;310;False;SOFT;11;True;McLaren;1;1;False;;81,136;;;24,081;32,577;24,478;807,707;888,843;831,807;864,384;888,862
1082;PIA;81;12;1;260;271;281;311;False;SOFT;12;True;McLaren;1;1;False;;81,091;;;24,007;32,636;24,448;888,843;969,934;912,869;945,505;969,953
1083;PIA;81;13;1;;265;281;;False;SOFT;13;True;McLaren;1;1;False;;81,033;;;24,097;32,618;24,318;969,934;1050,967;994,05;1026,668;1050,986
1084;PIA;81;14;1;261;267;283;;False;SOFT;14;True;McLaren;1;1;False;;80,78;;;23,896;32,572;24,312;1050,967;1131,747;1074,882;1107,454;1131,766
1085;PIA;81;15;1;;273;283;;False;SOFT;15;True;McLaren;1;1;False;;80,804;;;23,883;32,601;24,32;1131,747;1212,551;1155,649;1188,25;1212,57
1086;PIA;81;16;1;263;270;282;310;False;SOFT;16;True;McLaren;1;1;False;;80,659;;;23,985;32,41;24,264;1212,551;1293,21;1236,555;1268,965;1293,229
1087;PIA;81;17;1;265;273;282;312;False;SOFT;17;True;McLaren;1;1;False;;80,657;;;23,912;32,432;24,313;1293,21;1373,867;1317,141;1349,573;1373,886
1088;PIA;81;18;1;268;272;282;;False;SOFT;18;True;McLaren;1;1;False;;80,693;;;23,795;32,529;24,369;1373,867;1454,56;1397,681;1430,21;1454,579
1089;PIA;81;19;1;266;273;284;;False;SOFT;19;True;McLaren;1;1;False;;80,85;;;23,806;32,673;24,371;1454,56;1535,41;1478,385;1511,058;1535,429
1090;PIA;81;20;1;263;276;283;;False;SOFT;20;True;McLaren;1;1;False;;81,126;;;23,87;32,832;24,424;1535,41;1616,536;1559,299;1592,131;1616,555
1091;PIA;81;21;1;264;273;283;313;False;SOFT;21;True;McLaren;1;1;False;;81,471;;;23,83;33,006;24,635;1616,536;1698,007;1640,385;1673,391;1698,026
1092;PIA;81;22;1;265;275;;;False;SOFT;22;True;McLaren;1;1;False;;85,235;;5333,993;24,005;32,982;28,248;1698,007;1783,242;1722,031;1755,013;1783,261
1093;PIA;81;23;2;255;270;282;255;False;MEDIUM;1;True;McLaren;1;2;False;;98,679;5355,719;;42,367;32,392;23,92;1783,242;1881,921;1825,628;1858,02;1881,94
1094;PIA;81;24;2;264;268;281;311;False;MEDIUM;2;True;McLaren;1;2;False;;79,985;;;23,897;32,083;24,005;1881,921;1961,906;1905,837;1937,92;1961,925
1095;PIA;81;25;2;265;269;281;;True;MEDIUM;3;True;McLaren;1;2;False;;79,85;;;23,825;32,069;23,956;1961,906;2041,756;1985,75;2017,819;2041,775
1096;PIA;81;26;2;;266;283;313;False;MEDIUM;4;True;McLaren;1;2;False;;79,913;;;23,848;32,111;23,954;2041,756;2121,669;2065,623;2097,734;2121,688
1097;PIA;81;27;2;267;268;282;314;True;MEDIUM;5;True;McLaren;1;2;False;;79,749;;;23,682;31,985;24,082;2121,669;2201,418;2145,37;2177,355;2201,437
1098;PIA;81;28;2;263;268;282;315;False;MEDIUM;6;True;McLaren;1;2;False;;79,904;;;23,747;32,087;24,07;2201,418;2281,322;2225,184;2257,271;2281,341
1099;PIA;81;29;2;262;272;282;;False;MEDIUM;7;True;McLaren;1;1;False;;79,919;;;23,642;32,072;24,205;2281,322;2361,241;2304,983;2337,055;2361,26
1100;PIA;81;30;2;264;270;282;313;False;MEDIUM;8;True;McLaren;1;1;False;;79,807;;;23,655;32,076;24,076;2361,241;2441,048;2384,915;2416,991;2441,067
1101;PIA;81;31;2;265;272;281;;True;MEDIUM;9;True;McLaren;1;1;False;;79,719;;;23,677;31,965;24,077;2441,048;2520,767;2464,744;2496,709;2520,786
1102;PIA;81;32;2;264;271;282;314;False;MEDIUM;10;True;McLaren;1;1;False;;79,983;;;23,732;32,09;24,161;2520,767;2600,75;2544,518;2576,608;2600,769
1103;PIA;81;33;2;266;273;284;315;False;MEDIUM;11;True;McLaren;1;1;False;;80,387;;;23,835;32,204;24,348;2600,75;2681,137;2624,604;2656,808;2681,156
1104;PIA;81;34;2;267;271;283;313;False;MEDIUM;12;True;McLaren;1;1;False;;80,474;;;24,056;32,266;24,152;2681,137;2761,611;2705,212;2737,478;2761,63
1105;PIA;81;35;2;265;273;283;315;False;MEDIUM;13;True;McLaren;1;1;False;;80,15;;;23,796;32,219;24,135;2761,611;2841,761;2785,426;2817,645;2841,78
1106;PIA;81;36;2;271;275;284;317;False;MEDIUM;14;True;McLaren;1;1;False;;80,129;;;23,762;32,053;24,314;2841,761;2921,89;2865,542;2897,595;2921,909
1107;PIA;81;37;2;265;269;283;318;False;MEDIUM;15;True;McLaren;1;1;False;;80,457;;;23,749;32,436;24,272;2921,89;3002,347;2945,658;2978,094;3002,366
1108;PIA;81;38;2;269;275;284;316;True;MEDIUM;16;True;McLaren;1;1;False;;79,681;;;23,495;32,071;24,115;3002,347;3082,028;3025,861;3057,932;3082,047
1109;PIA;81;39;2;267;275;284;317;False;MEDIUM;17;True;McLaren;1;1;False;;79,945;;;23,596;32,134;24,215;3082,028;3161,973;3105,643;3137,777;3161,992
1110;PIA;81;40;2;270;271;284;;False;MEDIUM;18;True;McLaren;1;1;False;;80,293;;;23,622;32,26;24,411;3161,973;3242,266;3185,614;3217,874;3242,285
1111;PIA;81;41;2;273;274;283;;False;MEDIUM;19;True;McLaren;1;1;False;;80,125;;;23,61;32,192;24,323;3242,266;3322,391;3265,895;3298,087;3322,41
1112;PIA;81;42;2;272;278;285;318;False;MEDIUM;20;True;McLaren;1;1;False;;80,141;;;23,559;32,464;24,118;3322,391;3402,532;3345,969;3378,433;3402,551
1113;PIA;81;43;2;274;277;286;316;True;MEDIUM;21;True;McLaren;1;1;False;;79,489;;;23,26;32,06;24,169;3402,532;3482,021;3425,811;3457,871;3482,04
1114;PIA;81;44;2;269;277;285;318;False;MEDIUM;22;True;McLaren;1;1;False;;79,694;;;23,633;32,109;23,952;3482,021;3561,715;3505,673;3537,782;3561,734
1115;PIA;81;45;2;274;275;286;315;True;MEDIUM;23;True;McLaren;1;1;False;;79,438;;;23,473;32,026;23,939;3561,715;3641,153;3585,207;3617,233;3641,172
1116;PIA;81;46;2;273;276;284;314;True;MEDIUM;24;True;McLaren;1;1;False;;79,235;;;23,355;31,911;23,969;3641,153;3720,388;3664,527;3696,438;3720,407
1117;PIA;81;47;2;271;276;284;;False;MEDIUM;25;True;McLaren;1;1;False;;79,63;;;23,435;32,138;24,057;3720,388;3800,018;3743,842;3775,98;3800,037
1118;PIA;81;48;2;;281;286;;False;MEDIUM;26;True;McLaren;1;1;False;;79,378;;;23,414;32,01;23,954;3800,018;3879,396;3823,451;3855,461;3879,415
1119;PIA;81;49;2;272;283;;315;False;MEDIUM;27;True;McLaren;1;1;False;;83,19;;7513,232;23,405;32,173;27,612;3879,396;3962,586;3902,82;3934,993;3962,605
1120;PIA;81;50;3;265;274;285;258;False;SOFT;4;False;McLaren;1;1;False;;97,74;7535,14;;42,176;31,785;23,779;3962,586;4060,326;4004,781;4036,566;4060,345
1121;PIA;81;51;3;273;274;286;322;True;SOFT;5;False;McLaren;1;1;False;;78,78;;;23,425;31,573;23,782;4060,326;4139,106;4083,77;4115,343;4139,125
1122;PIA;81;52;3;269;275;285;316;False;SOFT;6;False;McLaren;1;1;False;;78,796;;;23,254;31,783;23,759;4139,106;4217,902;4162,379;4194,162;4217,921
1123;PIA;81;53;3;272;281;288;314;True;SOFT;7;False;McLaren;1;1;False;;77,885;;;23,183;31,381;23,321;4217,902;4295,787;4241,104;4272,485;4295,806
1124;PIA;81;54;3;274;287;286;316;True;SOFT;8;False;McLaren;1;1;False;;77,766;;;23,099;31,335;23,332;4295,787;4373,553;4318,905;4350,24;4373,572
1125;PIA;81;55;3;269;90;;313;False;SOFT;9;False;McLaren;124;1;False;;91,156;;8015,412;23,051;34,302;33,803;4373,553;4464,709;4396,623;4430,925;4464,728
1126;PIA;81;56;4;207;108;202;258;False;SOFT;4;False;McLaren;4;1;False;;148,794;8038,183;;48,336;59,483;40,975;4464,709;4613,503;4513,064;4572,547;4613,522
1127;PIA;81;57;4;167;134;214;234;False;SOFT;5;False;McLaren;4;1;False;;125,517;;;38,853;50,521;36,143;4613,503;4739,02;4652,375;4702,896;4739,039
1128;PIA;81;58;4;160;132;115;142;False;SOFT;6;False;McLaren;4;1;False;;131,884;;;40,221;49,47;42,193;4739,02;4870,904;4779,26;4828,73;4870,923
1129;PIA;81;59;4;209;103;212;240;False;SOFT;7;False;McLaren;4;1;False;;123,898;;;39,114;48,246;36,538;4870,904;4994,802;4910,037;4958,283;4994,821
1130;PIA;81;60;4;218;191;291;273;False;SOFT;8;False;McLaren;41;1;False;;123,756;;;35,169;47,306;41,281;4994,802;5118,558;5029,99;5077,296;5118,577
1131;PIA;81;61;4;272;287;287;308;True;SOFT;9;False;McLaren;1;1;False;;75,743;;;22,645;30,476;22,622;5118,558;5194,301;5141,222;5171,698;5194,32
1132;PIA;81;62;4;274;287;291;305;False;SOFT;10;False;McLaren;1;1;False;;75,933;;;22,74;30,59;22,603;5194,301;5270,234;5217,06;5247,65;5270,253
1133;PIA;81;63;4;279;286;288;308;False;SOFT;11;False;McLaren;1;1;False;;76,377;;;22,626;30,748;23,003;5270,234;5346,611;5292,879;5323,627;5346,63
1134;PIA;81;64;4;278;287;291;312;False;SOFT;12;False;McLaren;1;1;False;;76,58;;;22,698;30,883;22,999;5346,611;5423,191;5369,328;5400,211;5423,21
1135;PIA;81;65;4;279;284;290;314;False;SOFT;13;False;McLaren;1;1;False;;76,994;;;22,605;31,169;23,22;5423,191;5500,185;5445,815;5476,984;5500,204
1136;PIA;81;66;4;273;278;288;313;False;SOFT;14;False;McLaren;1;1;False;;77,445;;;22,694;31,406;23,345;5500,185;5577,63;5522,898;5554,304;5577,649
1137;BEA;87;1;1;222;252;275;296;False;SOFT;1;True;Haas F1 Team;1;15;False;;90,837;;;;34,847;25,205;0;91,092;;65,959;92,516
1138;BEA;87;2;1;260;265;276;310;True;SOFT;2;True;Haas F1 Team;1;15;False;;83,868;;;24,837;34,059;24,972;91,092;174,96;115,94;149,999;174,971
1139;BEA;87;3;1;256;274;280;333;True;SOFT;3;True;Haas F1 Team;1;15;False;;82,603;;;24,267;33,558;24,778;174,96;257,563;199,238;232,796;257,574
1140;BEA;87;4;1;261;274;279;334;True;SOFT;4;True;Haas F1 Team;1;15;False;;82,344;;;23,984;33,616;24,744;257,563;339,907;281,558;315,174;339,918
1141;BEA;87;5;1;255;271;280;333;True;SOFT;5;True;Haas F1 Team;1;15;False;;82,177;;;23,996;33,237;24,944;339,907;422,084;363,914;397,151;422,095
1142;BEA;87;6;1;262;262;279;338;False;SOFT;6;True;Haas F1 Team;1;14;False;;82,587;;;24,108;33,557;24,922;422,084;504,671;446,203;479,76;504,682
1143;BEA;87;7;1;264;271;274;328;True;SOFT;7;True;Haas F1 Team;1;14;False;;82,068;;;23,936;33,312;24,82;504,671;586,739;528,618;561,93;586,75
1144;BEA;87;8;1;267;275;;309;False;SOFT;8;True;Haas F1 Team;1;16;False;;86,186;;4223,615;24,367;33,495;28,324;586,739;672,925;611,117;644,612;672,936
1145;BEA;87;9;2;273;277;274;253;False;MEDIUM;1;True;Haas F1 Team;1;17;False;;97,669;4245,556;;42,015;31,785;23,869;672,925;770,594;714,951;746,736;770,605
1146;BEA;87;10;2;271;275;275;303;True;MEDIUM;2;True;Haas F1 Team;1;16;False;;80,386;;;23,882;32,324;24,18;770,594;850,98;794,487;826,811;850,991
1147;BEA;87;11;2;267;277;275;305;False;MEDIUM;3;True;Haas F1 Team;1;16;False;;81,715;;;24,167;32,868;24,68;850,98;932,695;875,158;908,026;932,706
1148;BEA;87;12;2;;274;274;307;False;MEDIUM;4;True;Haas F1 Team;1;16;False;;82,38;;;24,305;33,227;24,848;932,695;1015,075;957,011;990,238;1015,086
1149;BEA;87;13;2;265;274;275;306;False;MEDIUM;5;True;Haas F1 Team;1;16;False;;82,327;;;24,448;33,183;24,696;1015,075;1097,402;1039,534;1072,717;1097,413
1150;BEA;87;14;2;266;272;275;307;False;MEDIUM;6;True;Haas F1 Team;1;16;False;;82,444;;;24,272;33,219;24,953;1097,402;1179,846;1121,685;1154,904;1179,857
1151;BEA;87;15;2;;273;275;;False;MEDIUM;7;True;Haas F1 Team;1;15;False;;82,126;;;24,282;33,034;24,81;1179,846;1261,972;1204,139;1237,173;1261,983
1152;BEA;87;16;2;269;278;275;;False;MEDIUM;8;True;Haas F1 Team;1;14;False;;81,646;;;24,151;32,881;24,614;1261,972;1343,618;1286,134;1319,015;1343,629
1153;BEA;87;17;2;270;275;275;;False;MEDIUM;9;True;Haas F1 Team;1;14;False;;81,777;;;24,119;33,014;24,644;1343,618;1425,395;1367,748;1400,762;1425,406
1154;BEA;87;18;2;268;274;275;308;False;MEDIUM;10;True;Haas F1 Team;1;14;False;;82,312;;;24,218;33,242;24,852;1425,395;1507,707;1449,624;1482,866;1507,718
1155;BEA;87;19;2;267;275;276;307;False;MEDIUM;11;True;Haas F1 Team;1;13;False;;82,41;;;24,26;33,358;24,792;1507,707;1590,117;1531,978;1565,336;1590,128
1156;BEA;87;20;2;230;272;275;310;False;MEDIUM;12;True;Haas F1 Team;1;11;False;;83,758;;;24,566;34,206;24,986;1590,117;1673,875;1614,694;1648,9;1673,886
1157;BEA;87;21;2;268;275;276;308;False;MEDIUM;13;True;Haas F1 Team;1;11;False;;82,287;;;24,316;33,254;24,717;1673,875;1756,162;1698,202;1731,456;1756,173
1158;BEA;87;22;2;266;272;273;306;False;MEDIUM;14;True;Haas F1 Team;1;11;False;;82,339;;;24,355;33,251;24,733;1756,162;1838,501;1780,528;1813,779;1838,512
1159;BEA;87;23;2;270;277;274;;False;MEDIUM;15;True;Haas F1 Team;1;11;False;;82,529;;;24,435;33,257;24,837;1838,501;1921,03;1862,947;1896,204;1921,041
1160;BEA;87;24;2;267;277;275;;False;MEDIUM;16;True;Haas F1 Team;1;11;False;;82,515;;;24,468;33,311;24,736;1921,03;2003,545;1945,509;1978,82;2003,556
1161;BEA;87;25;2;269;277;275;;False;MEDIUM;17;True;Haas F1 Team;1;11;False;;81,911;;;24,16;33,1;24,651;2003,545;2085,456;2027,716;2060,816;2085,467
1162;BEA;87;26;2;264;272;275;;False;MEDIUM;18;True;Haas F1 Team;1;11;False;;82,059;;;24,229;33,102;24,728;2085,456;2167,515;2109,696;2142,798;2167,526
1163;BEA;87;27;2;268;275;276;307;False;MEDIUM;19;True;Haas F1 Team;1;11;False;;81,802;;;24,153;33,026;24,623;2167,515;2249,317;2191,679;2224,705;2249,328
1164;BEA;87;28;2;269;276;277;308;False;MEDIUM;20;True;Haas F1 Team;1;11;False;;81,671;;;24,045;33,064;24,562;2249,317;2330,988;2273,373;2306,437;2330,999
1165;BEA;87;29;2;266;274;278;307;False;MEDIUM;21;True;Haas F1 Team;1;11;False;;81,576;;;24,027;33;24,549;2330,988;2412,564;2355,026;2388,026;2412,575
1166;BEA;87;30;2;267;275;278;308;False;MEDIUM;22;True;Haas F1 Team;1;11;False;;81,748;;;24,056;33,099;24,593;2412,564;2494,312;2436,631;2469,73;2494,323
1167;BEA;87;31;2;258;273;277;;False;MEDIUM;23;True;Haas F1 Team;1;11;True;TRACK LIMITS AT TURN 2 LAP 31;83,13;;;24,991;33,312;24,827;2494,312;2577,442;2519,314;2552,626;2577,453
1168;BEA;87;32;2;265;273;276;306;False;MEDIUM;24;True;Haas F1 Team;1;10;False;;81,87;;;24,245;33,045;24,58;2577,442;2659,312;2601,698;2634,743;2659,323
1169;BEA;87;33;2;;274;277;;False;MEDIUM;25;True;Haas F1 Team;1;10;False;;81,86;;;24,2;32,999;24,661;2659,312;2741,172;2683,523;2716,522;2741,183
1170;BEA;87;34;2;263;273;278;;False;MEDIUM;26;True;Haas F1 Team;1;10;False;;81,902;;;24,258;33,051;24,593;2741,172;2823,074;2765,441;2798,492;2823,085
1171;BEA;87;35;2;257;276;;;False;MEDIUM;27;True;Haas F1 Team;1;12;False;;87,065;;6461,016;25,166;33,646;28,253;2823,074;2910,139;2848,251;2881,897;2910,15
1172;BEA;87;36;3;272;277;277;255;False;MEDIUM;1;True;Haas F1 Team;1;16;False;;98,677;6483,106;;42,411;32,119;24,147;2910,139;3008,816;2952,561;2984,68;3008,827
1173;BEA;87;37;3;267;279;278;307;False;MEDIUM;2;True;Haas F1 Team;1;16;False;;82,683;;;23,917;34,211;24,555;3008,816;3091,499;3032,744;3066,955;3091,51
1174;BEA;87;38;3;272;278;279;310;False;MEDIUM;3;True;Haas F1 Team;1;16;False;;80,856;;;23,96;32,555;24,341;3091,499;3172,355;3115,47;3148,025;3172,366
1175;BEA;87;39;3;271;282;277;307;False;MEDIUM;4;True;Haas F1 Team;1;16;False;;80,508;;;23,936;32,372;24,2;3172,355;3252,863;3196,302;3228,674;3252,874
1176;BEA;87;40;3;;278;277;308;False;MEDIUM;5;True;Haas F1 Team;1;16;False;;80,849;;;23,905;32,581;24,363;3252,863;3333,712;3276,779;3309,36;3333,723
1177;BEA;87;41;3;272;281;279;;False;MEDIUM;6;True;Haas F1 Team;1;16;False;;80,615;;;23,92;32,496;24,199;3333,712;3414,327;3357,643;3390,139;3414,338
1178;BEA;87;42;3;;279;278;309;False;MEDIUM;7;True;Haas F1 Team;1;16;False;;80,455;;;23,731;32,479;24,245;3414,327;3494,782;3438,069;3470,548;3494,793
1179;BEA;87;43;3;268;275;279;;False;MEDIUM;8;True;Haas F1 Team;1;15;False;;80,747;;;23,906;32,651;24,19;3494,782;3575,529;3518,699;3551,35;3575,54
1180;BEA;87;44;3;270;278;279;;False;MEDIUM;9;True;Haas F1 Team;1;14;False;;80,529;;;23,847;32,606;24,076;3575,529;3656,058;3599,387;3631,993;3656,069
1181;BEA;87;45;3;;281;280;310;False;MEDIUM;10;True;Haas F1 Team;1;12;False;;80,579;;;23,845;32,546;24,188;3656,058;3736,637;3679,914;3712,46;3736,648
1182;BEA;87;46;3;268;283;281;311;True;MEDIUM;11;True;Haas F1 Team;1;12;False;;80,236;;;23,705;32,395;24,136;3736,637;3816,873;3760,353;3792,748;3816,884
1183;BEA;87;47;3;269;289;283;329;True;MEDIUM;12;True;Haas F1 Team;1;12;False;;80,017;;;23,446;32,37;24,201;3816,873;3896,89;3840,33;3872,7;3896,901
1184;BEA;87;48;3;265;288;284;333;False;MEDIUM;13;True;Haas F1 Team;1;12;False;;80,963;;;23,815;32,772;24,376;3896,89;3977,853;3920,716;3953,488;3977,864
1185;BEA;87;49;3;267;275;284;334;False;MEDIUM;14;True;Haas F1 Team;1;11;False;;80,718;;;23,487;32,964;24,267;3977,853;4058,571;4001,351;4034,315;4058,582
1186;BEA;87;50;3;269;271;282;;False;MEDIUM;15;True;Haas F1 Team;1;11;False;;81,975;;;23,316;34,378;24,281;4058,571;4140,546;4081,898;4116,276;4140,557
1187;BEA;87;51;3;266;276;281;313;False;MEDIUM;16;True;Haas F1 Team;1;11;True;TRACK LIMITS AT TURN 2 LAP 51;82,963;;;24,409;34,094;24,46;4140,546;4223,509;4164,966;4199,06;4223,52
